vendor_project,product,vulnerability_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,vector,complexity,severity
62,8,322,2022-08-18,"An authenticated user could manipulate attributes on computer accounts they own or manage, and acquire a certificate from Active Directory Certificate Services that would allow for privilege escalation to SYSTEM.",Apply updates per vendor instructions.,2022-09-08,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,447,2022-08-18,Microsoft Windows Runtime contains an unspecified vulnerability which allows for remote code execution.,Apply updates per vendor instructions.,2022-09-08,Unknown,0.0,Unknown,Unknown,Unknown,3
76,219,534,2022-08-18,"Palo Alto Networks PAN-OS contains multiple, unspecified vulnerabilities which can allow for remote code execution when chained.",Apply updates per vendor instructions.,2022-09-08,Unknown,0.0,Unknown,Unknown,Unknown,3
76,219,533,2022-08-22,A Palo Alto Networks PAN-OS URL filtering policy misconfiguration could allow a network-based attacker to conduct reflected and amplified TCP denial-of-service (RDoS) attacks.,Apply updates per vendor instructions.,2022-09-12,Unknown,0.0,Unknown,Unknown,Unknown,3
27,357,681,2022-08-25,"dotCMS ContentResource API contains an unrestricted upload of file with a dangerous type vulnerability that allows for directory traversal, in which the file is saved outside of the intended storage location. Exploitation allows for remote code execution.",Apply updates per vendor instructions.,2022-09-15,Unknown,0.0,Unknown,Unknown,Unknown,3
5,57,56,2022-08-25,Apache CouchDB contains an insecure default initialization of resource vulnerability which can allow an attacker to escalate to administrative privileges.,Apply updates per vendor instructions.,2022-09-15,Unknown,0.0,Unknown,Unknown,Unknown,3
5,1,52,2022-08-25,Apache APISIX contains an authentication bypass vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,2022-09-15,Unknown,0.0,Unknown,Unknown,Unknown,3
127,286,642,2022-08-25,"When using routing functionality in VMware Tanzu's Spring Cloud Function, it is possible for a user to provide a specially crafted SpEL as a routing-expression that may result in remote code execution and access to local resources.",Apply updates per vendor instructions.,2022-09-15,Unknown,0.0,Unknown,Unknown,Unknown,3
131,333,655,2022-08-25,"WebRTC, an open-source project providing web browsers with real-time communication, contains a heap buffer overflow vulnerability which allows an attacker to perform shellcode execution. This vulnerability impacts web browsers using WebRTC including but not limited to Google Chrome.",Apply updates per vendor instructions.,2022-09-15,Unknown,0.0,Unknown,Unknown,Unknown,3
43,112,279,2022-08-25,"Grafana contains an authentication bypass vulnerability that allows authenticated and unauthenticated users to view and delete all snapshot data, potentially resulting in complete snapshot data loss.",Apply updates per vendor instructions.,2022-09-15,Unknown,0.0,Unknown,Unknown,Unknown,3
24,69,215,2022-08-25,Delta Electronics DOPSoft 2 lacks proper validation of user-supplied data when parsing specific project files (improper input validation) resulting in an out-of-bounds write that allows for code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-09-15,Unknown,0.0,Unknown,Unknown,Unknown,3
6,364,110,2022-08-25,"In affected versions of Apple iOS, macOS, and watchOS, a sandboxed process may be able to circumvent sandbox restrictions.",Apply updates per vendor instructions.,2022-09-15,Unknown,0.0,Unknown,Unknown,Unknown,3
77,25,528,2022-08-25,PEAR Archive_Tar Tar.php allows write operations with directory traversal due to inadequate checking of symbolic links. PEAR stands for PHP Extension and Application Repository and it is an open-source framework and distribution system for reusable PHP components with known usage in third-party products such as Drupal Core and Red Hat Linux.,Apply updates per vendor instructions.,2022-09-15,Unknown,0.0,Unknown,Unknown,Unknown,3
77,25,527,2022-08-25,PEAR Archive_Tar allows an unserialization attack because phar: is blocked but PHAR: is not blocked. PEAR stands for PHP Extension and Application Repository and it is an open-source framework and distribution system for reusable PHP components with known usage in third-party products such as Drupal Core and Red Hat Linux.,Apply updates per vendor instructions.,2022-09-15,Unknown,0.0,Unknown,Unknown,Unknown,3
42,44,266,2022-09-08,"Google Chromium Mojo contains an insufficient data validation vulnerability. Impacts from exploitation are not yet known. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,2022-09-29,Unknown,0.0,Unknown,Unknown,Unknown,3
20,64,201,2022-09-08,D-Link DIR-816L contains an unspecified vulnerability in the shareport.php value parameter which allows for remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-09-29,Unknown,0.0,Unknown,Unknown,Unknown,3
87,222,551,2022-09-08,Certain QNAP NAS running Photo Station with internet exposure contain an externally controlled reference to a resource vulnerability which can allow an attacker to modify system files. This vulnerability was observed being utilized in a Deadbolt ransomware campaign.,Apply updates per vendor instructions.,2022-09-29,Unknown,0.0,Unknown,Unknown,Unknown,3
20,65,202,2022-09-08,D-Link DIR-820L contains an unspecified vulnerability in Device Name parameter in /lan.asp which allows for remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-09-29,Unknown,0.0,Unknown,Unknown,Unknown,3
6,362,108,2022-09-08,"Apple iOS, iPadOS, and macOS contain an unspecified vulnerability involving input validation which can allow a local attacker to view sensitive user information.",Apply updates per vendor instructions.,2022-09-29,Unknown,0.0,Unknown,Unknown,Unknown,3
63,241,477,2022-09-08,"In MikroTik RouterOS, a stack-based buffer overflow occurs when processing NetBIOS session request messages. Remote attackers with access to the service can exploit this vulnerability and gain code execution on the system.",Apply updates per vendor instructions.,2022-09-29,Unknown,0.0,Unknown,Unknown,Unknown,3
20,196,208,2022-09-08,Multiple D-Link routers contain an unspecified vulnerability which allows for execution of OS commands.,"The vendor D-Link published an advisory stating the fix under CVE-2018-20114 properly patches KEV entry CVE-2018-6530. If the device is still supported, apply updates per vendor instructions. If the affected device has since entered its end-of-life, it should be disconnected if still in use.",2022-09-29,Unknown,0.0,Unknown,Unknown,Unknown,3
74,332,525,2022-09-08,Oracle WebLogic Server contains an unspecified vulnerability which can allow an unauthenticated attacker with T3 network access to compromise the server.,Apply updates per vendor instructions.,2022-09-29,Unknown,0.0,Unknown,Unknown,Unknown,3
38,105,244,2022-09-08,Fortinet FortiOS and FortiADC contain an improper access control vulnerability which allows attackers to obtain the LDAP server login credentials configured in FortiGate by pointing a LDAP server connectivity test request to a rogue LDAP server.,Apply updates per vendor instructions.,2022-09-29,Unknown,0.0,Unknown,Unknown,Unknown,3
68,192,493,2022-09-08,Multiple NETGEAR devices are prone to admin password disclosure via simple crafted requests to the web management server.,"Apply updates per vendor instructions. If the affected device has since entered end-of-life, it should be disconnected if still in use.",2022-09-29,Unknown,0.0,Unknown,Unknown,Unknown,3
20,61,198,2022-09-08,"The D-Link DIR-300 router stores cleartext passwords, which allows context-dependent attackers to obtain sensitive information.",The impacted product is end-of-life and should be disconnected if still in use.,2022-09-29,Unknown,0.0,Unknown,Unknown,Unknown,3
4,18,51,2022-09-08,"The vold volume manager daemon in Android kernel trusts messages from a PF_NETLINK socket, which allows an attacker to execute code and gain root privileges. This vulnerability is associated with GingerBreak and Exploit.AndroidOS.Lotoor.",Apply updates per vendor instructions.,2022-09-29,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,418,2022-09-14,Microsoft Windows Common Log File System (CLFS) driver contains an unspecified vulnerability which allows for privilege escalation.,Apply updates per vendor instructions.,2022-10-05,Unknown,0.0,Unknown,Unknown,Unknown,3
6,362,109,2022-09-14,"Apple kernel, which is included in iOS, iPadOS, and macOS, contains an unspecified vulnerability where an application may be able to execute code with kernel privileges.",Apply updates per vendor instructions.,2022-10-05,Unknown,0.0,Unknown,Unknown,Unknown,3
120,22,627,2022-09-15,Trend Micro Apex One and Apex One as a Service contain an improper validation of rollback mechanism components that could lead to remote code execution.,Apply updates per vendor instructions.,2022-10-06,Unknown,0.0,Unknown,Unknown,Unknown,3
58,156,308,2022-09-15,The get_user and put_user API functions of the Linux kernel fail to validate the target address when being used on ARM v6k/v7 platforms. This allows an application to read and write kernel memory which could lead to privilege escalation.,Apply updates per vendor instructions.,2022-10-06,Unknown,0.0,Unknown,Unknown,Unknown,3
18,0,195,2022-09-15,The Code Aurora audio calibration database (acdb) audio driver contains a stack-based buffer overflow vulnerability which allows for privilege escalation. Code Aurora is used in third-party products such as Qualcomm and Android.,Apply updates per vendor instructions.,2022-10-06,Unknown,0.0,Unknown,Unknown,Unknown,3
58,156,310,2022-09-15,Linux kernel fb_mmap function in drivers/video/fbmem.c contains an integer overflow vulnerability which allows for privilege escalation.,Apply updates per vendor instructions.,2022-10-06,Unknown,0.0,Unknown,Unknown,Unknown,3
58,156,311,2022-09-15,"Linux kernel fails to check all 64 bits of attr.config passed by user space, resulting to out-of-bounds access of the perf_swevent_enabled array in sw_perf_event_destroy(). Explotation allows for privilege escalation.",Apply updates per vendor instructions.,2022-10-06,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,446,2022-09-15,Microsoft Windows incorrectly parses shortcuts in such a way that malicious code may be executed when the operating system displays the icon of a malicious shortcut file. An attacker who successfully exploited this vulnerability could execute code as the logged-on user.,Apply updates per vendor instructions.,2022-10-06,Unknown,0.0,Unknown,Unknown,Unknown,3
137,166,674,2022-09-22,"Zoho ManageEngine PAM360, Password Manager Pro, and Access Manager Plus contain an unspecified vulnerability which allows for remote code execution.",Apply updates per vendor instructions.,2022-10-13,Unknown,0.0,Unknown,Unknown,Unknown,3
109,100,604,2022-09-23,A code injection vulnerability in the User Portal and Webadmin of Sophos Firewall allows for remote code execution.,Apply updates per vendor instructions.,2022-10-14,Unknown,0.0,Unknown,Unknown,Unknown,3
62,86,340,2022-09-30,"Microsoft Exchange Server contains an unspecified vulnerability which allows for authenticated remote code execution. Dubbed ""ProxyNotShell,"" this vulnerability is chainable with CVE-2022-41040 which allows for the remote code execution.",Apply updates per vendor instructions.,2022-10-21,Unknown,0.0,Unknown,Unknown,Unknown,3
62,86,342,2022-09-30,"Microsoft Exchange Server allows for server-side request forgery. Dubbed ""ProxyNotShell,"" this vulnerability is chainable with CVE-2022-41082 which allows for remote code execution.",Apply updates per vendor instructions.,2022-10-21,Unknown,0.0,Unknown,Unknown,Unknown,3
